Testing SD card write operations 120: 2023-01-10 12:13:53
2023-01-10 12:13:54: {'ssid':'O90', 'bssid':'e52d4ab728b754804befd1460bbf45efc5f50a56b88b0724bbac7a87', 'sec':3, 'channel':6, 'rssi':-44}
2023-01-10 12:20:04: {'ssid':'O93', 'bssid':'e41b8ece0280ee6b16e0d2cdaed938377fc1758409bde343fd305fb8', 'sec':5, 'channel':1, 'rssi':-65}
2023-01-10 12:20:04: {'ssid':'O92-interne', 'bssid':'80b0f72033122ef0e6ffad93f36d3dbafb36840f6d21dc2c485a288c', 'sec':5, 'channel':1, 'rssi':-65}
2023-01-10 12:20:04: {'ssid':'O92', 'bssid':'d6f4917601daa227db313b7c301a381fa41fccac55f40079b8c42b6f', 'sec':0, 'channel':1, 'rssi':-66}
2023-01-10 12:20:04: {'ssid':'O92-interne', 'bssid':'8f23018bf5723b611efae0cb4e6ee9b744c3ce9f79d8809ea384daf5', 'sec':5, 'channel':11, 'rssi':-73}
2023-01-10 12:20:04: {'ssid':'O91', 'bssid':'be9dab4237cee3fb190255ec04c3d59e92fd18d80d602169b72a3e33', 'sec':0, 'channel':11, 'rssi':-74}
2023-01-10 12:20:04: {'ssid':'O93', 'bssid':'497b7aeeecb607eeddf87aa31d3c2857226e939af544b3800758b83a', 'sec':5, 'channel':11, 'rssi':-74}
2023-01-10 12:20:04: {'ssid':'O92', 'bssid':'bd8a30214688a2845435eeb618a9b1fab0e73a0d9ca5df16da9ab8e8', 'sec':0, 'channel':11, 'rssi':-75}
2023-01-10 12:20:04: {'ssid':'O92', 'bssid':'1539293994a7dc4106a161294ea0af461c3d94d7181c800183c4aaf7', 'sec':0, 'channel':11, 'rssi':-90}
2023-01-10 12:20:04: {'ssid':'O91', 'bssid':'bcff0d0aea46e20a6b4d08a665418ff68a837dd446399689ee42a169', 'sec':0, 'channel':11, 'rssi':-91}
2023-01-10 12:20:04: {'ssid':'O93', 'bssid':'7fd57896faa07c8248f5b1fef5f143c0d0ed48e6b9e665787d9377f0', 'sec':5, 'channel':11, 'rssi':-91}
2023-01-10 12:20:04: {'ssid':'O92-interne', 'bssid':'3377110518ddc3d14851baaac2042c1e3f3a29f228f08fdc154ee32b', 'sec':5, 'channel':11, 'rssi':-91}
2023-01-10 12:20:08: {'ssid':'O90', 'bssid':'e52d4ab728b754804befd1460bbf45efc5f50a56b88b0724bbac7a87', 'sec':3, 'channel':6, 'rssi':-31}
2023-01-10 12:20:08: {'ssid':'O91', 'bssid':'700e59ef722e1421046be38fd893a53cbb86be8a5a1604558274b9b7', 'sec':0, 'channel':1, 'rssi':-66}
2023-01-10 12:20:08: {'ssid':'O92', 'bssid':'d6f4917601daa227db313b7c301a381fa41fccac55f40079b8c42b6f', 'sec':0, 'channel':1, 'rssi':-66}
2023-01-10 12:20:08: {'ssid':'O92-interne', 'bssid':'80b0f72033122ef0e6ffad93f36d3dbafb36840f6d21dc2c485a288c', 'sec':5, 'channel':1, 'rssi':-66}
2023-01-10 12:20:08: {'ssid':'O93', 'bssid':'e41b8ece0280ee6b16e0d2cdaed938377fc1758409bde343fd305fb8', 'sec':5, 'channel':1, 'rssi':-67}
2023-01-10 12:20:08: {'ssid':'O92-interne', 'bssid':'8f23018bf5723b611efae0cb4e6ee9b744c3ce9f79d8809ea384daf5', 'sec':5, 'channel':11, 'rssi':-71}
2023-01-10 12:20:08: {'ssid':'O91', 'bssid':'be9dab4237cee3fb190255ec04c3d59e92fd18d80d602169b72a3e33', 'sec':0, 'channel':11, 'rssi':-72}
2023-01-10 12:20:08: {'ssid':'O92', 'bssid':'bd8a30214688a2845435eeb618a9b1fab0e73a0d9ca5df16da9ab8e8', 'sec':0, 'channel':11, 'rssi':-72}
2023-01-10 12:20:08: {'ssid':'O93', 'bssid':'497b7aeeecb607eeddf87aa31d3c2857226e939af544b3800758b83a', 'sec':5, 'channel':11, 'rssi':-73}
2023-01-10 12:20:08: {'ssid':'O96', 'bssid':'d4227f93a8ff63de58db94158c92310013786f97dcec2e35db8d5159', 'sec':3, 'channel':1, 'rssi':-83}
2023-01-10 12:20:08: {'ssid':'O92', 'bssid':'1539293994a7dc4106a161294ea0af461c3d94d7181c800183c4aaf7', 'sec':0, 'channel':11, 'rssi':-90}
2023-01-10 12:20:08: {'ssid':'O93', 'bssid':'7fd57896faa07c8248f5b1fef5f143c0d0ed48e6b9e665787d9377f0', 'sec':5, 'channel':11, 'rssi':-90}
2023-01-10 12:20:08: {'ssid':'O92-interne', 'bssid':'3377110518ddc3d14851baaac2042c1e3f3a29f228f08fdc154ee32b', 'sec':5, 'channel':11, 'rssi':-91}
2023-01-10 12:20:08: {'ssid':'O91', 'bssid':'bcff0d0aea46e20a6b4d08a665418ff68a837dd446399689ee42a169', 'sec':0, 'channel':11, 'rssi':-93}
2023-01-10 12:20:12: {'ssid':'O90', 'bssid':'e52d4ab728b754804befd1460bbf45efc5f50a56b88b0724bbac7a87', 'sec':3, 'channel':6, 'rssi':-45}
2023-01-10 12:20:12: {'ssid':'O91', 'bssid':'700e59ef722e1421046be38fd893a53cbb86be8a5a1604558274b9b7', 'sec':0, 'channel':1, 'rssi':-66}
2023-01-10 12:20:12: {'ssid':'O92', 'bssid':'d6f4917601daa227db313b7c301a381fa41fccac55f40079b8c42b6f', 'sec':0, 'channel':1, 'rssi':-66}
2023-01-10 12:20:12: {'ssid':'O93', 'bssid':'e41b8ece0280ee6b16e0d2cdaed938377fc1758409bde343fd305fb8', 'sec':5, 'channel':1, 'rssi':-66}
2023-01-10 12:20:12: {'ssid':'O92-interne', 'bssid':'80b0f72033122ef0e6ffad93f36d3dbafb36840f6d21dc2c485a288c', 'sec':5, 'channel':1, 'rssi':-66}
2023-01-10 12:20:12: {'ssid':'O92', 'bssid':'bd8a30214688a2845435eeb618a9b1fab0e73a0d9ca5df16da9ab8e8', 'sec':0, 'channel':11, 'rssi':-73}
2023-01-10 12:20:12: {'ssid':'O92-interne', 'bssid':'8f23018bf5723b611efae0cb4e6ee9b744c3ce9f79d8809ea384daf5', 'sec':5, 'channel':11, 'rssi':-73}
2023-01-10 12:20:12: {'ssid':'O91', 'bssid':'be9dab4237cee3fb190255ec04c3d59e92fd18d80d602169b72a3e33', 'sec':0, 'channel':11, 'rssi':-74}
2023-01-10 12:20:12: {'ssid':'O93', 'bssid':'497b7aeeecb607eeddf87aa31d3c2857226e939af544b3800758b83a', 'sec':5, 'channel':11, 'rssi':-74}
2023-01-10 12:20:12: {'ssid':'O96', 'bssid':'d4227f93a8ff63de58db94158c92310013786f97dcec2e35db8d5159', 'sec':3, 'channel':1, 'rssi':-87}
2023-01-10 12:20:12: {'ssid':'O91', 'bssid':'bcff0d0aea46e20a6b4d08a665418ff68a837dd446399689ee42a169', 'sec':0, 'channel':11, 'rssi':-89}
2023-01-10 12:20:12: {'ssid':'O92', 'bssid':'1539293994a7dc4106a161294ea0af461c3d94d7181c800183c4aaf7', 'sec':0, 'channel':11, 'rssi':-89}
2023-01-10 12:20:12: {'ssid':'O93', 'bssid':'7fd57896faa07c8248f5b1fef5f143c0d0ed48e6b9e665787d9377f0', 'sec':5, 'channel':11, 'rssi':-89}
2023-01-10 12:20:12: {'ssid':'O92-interne', 'bssid':'3377110518ddc3d14851baaac2042c1e3f3a29f228f08fdc154ee32b', 'sec':5, 'channel':11, 'rssi':-91}
2023-01-10 12:20:16: {'ssid':'O90', 'bssid':'e52d4ab728b754804befd1460bbf45efc5f50a56b88b0724bbac7a87', 'sec':3, 'channel':6, 'rssi':-46}
2023-01-10 12:20:16: {'ssid':'O91', 'bssid':'700e59ef722e1421046be38fd893a53cbb86be8a5a1604558274b9b7', 'sec':0, 'channel':1, 'rssi':-66}
2023-01-10 12:20:16: {'ssid':'O92', 'bssid':'d6f4917601daa227db313b7c301a381fa41fccac55f40079b8c42b6f', 'sec':0, 'channel':1, 'rssi':-66}
2023-01-10 12:20:16: {'ssid':'O93', 'bssid':'e41b8ece0280ee6b16e0d2cdaed938377fc1758409bde343fd305fb8', 'sec':5, 'channel':1, 'rssi':-66}
2023-01-10 12:20:16: {'ssid':'O92-interne', 'bssid':'80b0f72033122ef0e6ffad93f36d3dbafb36840f6d21dc2c485a288c', 'sec':5, 'channel':1, 'rssi':-66}
2023-01-10 12:20:16: {'ssid':'O91', 'bssid':'be9dab4237cee3fb190255ec04c3d59e92fd18d80d602169b72a3e33', 'sec':0, 'channel':11, 'rssi':-74}
2023-01-10 12:20:16: {'ssid':'O92', 'bssid':'bd8a30214688a2845435eeb618a9b1fab0e73a0d9ca5df16da9ab8e8', 'sec':0, 'channel':11, 'rssi':-74}
2023-01-10 12:20:16: {'ssid':'O92-interne', 'bssid':'8f23018bf5723b611efae0cb4e6ee9b744c3ce9f79d8809ea384daf5', 'sec':5, 'channel':11, 'rssi':-74}
2023-01-10 12:20:16: {'ssid':'O93', 'bssid':'497b7aeeecb607eeddf87aa31d3c2857226e939af544b3800758b83a', 'sec':5, 'channel':11, 'rssi':-75}
2023-01-10 12:20:16: {'ssid':'O92', 'bssid':'1539293994a7dc4106a161294ea0af461c3d94d7181c800183c4aaf7', 'sec':0, 'channel':11, 'rssi':-89}
2023-01-10 12:20:16: {'ssid':'O92-interne', 'bssid':'3377110518ddc3d14851baaac2042c1e3f3a29f228f08fdc154ee32b', 'sec':5, 'channel':11, 'rssi':-89}
2023-01-10 12:20:16: {'ssid':'O91', 'bssid':'bcff0d0aea46e20a6b4d08a665418ff68a837dd446399689ee42a169', 'sec':0, 'channel':11, 'rssi':-90}
2023-01-10 12:20:16: {'ssid':'O93', 'bssid':'7fd57896faa07c8248f5b1fef5f143c0d0ed48e6b9e665787d9377f0', 'sec':5, 'channel':11, 'rssi':-91}
2023-01-10 12:20:20: {'ssid':'O90', 'bssid':'e52d4ab728b754804befd1460bbf45efc5f50a56b88b0724bbac7a87', 'sec':3, 'channel':6, 'rssi':-47}
2023-01-10 12:20:20: {'ssid':'O92', 'bssid':'d6f4917601daa227db313b7c301a381fa41fccac55f40079b8c42b6f', 'sec':0, 'channel':1, 'rssi':-67}
2023-01-10 12:20:20: {'ssid':'O93', 'bssid':'e41b8ece0280ee6b16e0d2cdaed938377fc1758409bde343fd305fb8', 'sec':5, 'channel':1, 'rssi':-67}
2023-01-10 12:20:20: {'ssid':'O91', 'bssid':'700e59ef722e1421046be38fd893a53cbb86be8a5a1604558274b9b7', 'sec':0, 'channel':1, 'rssi':-69}
2023-01-10 12:20:20: {'ssid':'O91', 'bssid':'be9dab4237cee3fb190255ec04c3d59e92fd18d80d602169b72a3e33', 'sec':0, 'channel':11, 'rssi':-73}
2023-01-10 12:20:20: {'ssid':'O93', 'bssid':'497b7aeeecb607eeddf87aa31d3c2857226e939af544b3800758b83a', 'sec':5, 'channel':11, 'rssi':-73}
2023-01-10 12:20:20: {'ssid':'O92', 'bssid':'bd8a30214688a2845435eeb618a9b1fab0e73a0d9ca5df16da9ab8e8', 'sec':0, 'channel':11, 'rssi':-74}
2023-01-10 12:20:20: {'ssid':'O92-interne', 'bssid':'8f23018bf5723b611efae0cb4e6ee9b744c3ce9f79d8809ea384daf5', 'sec':5, 'channel':11, 'rssi':-74}
2023-01-10 12:20:20: {'ssid':'O91', 'bssid':'bcff0d0aea46e20a6b4d08a665418ff68a837dd446399689ee42a169', 'sec':0, 'channel':11, 'rssi':-89}
2023-01-10 12:20:20: {'ssid':'O92', 'bssid':'1539293994a7dc4106a161294ea0af461c3d94d7181c800183c4aaf7', 'sec':0, 'channel':11, 'rssi':-89}
2023-01-10 12:20:20: {'ssid':'O93', 'bssid':'7fd57896faa07c8248f5b1fef5f143c0d0ed48e6b9e665787d9377f0', 'sec':5, 'channel':11, 'rssi':-89}
2023-01-10 12:20:20: {'ssid':'O92-interne', 'bssid':'3377110518ddc3d14851baaac2042c1e3f3a29f228f08fdc154ee32b', 'sec':5, 'channel':11, 'rssi':-90}
2023-01-10 12:20:24: {'ssid':'O90', 'bssid':'e52d4ab728b754804befd1460bbf45efc5f50a56b88b0724bbac7a87', 'sec':3, 'channel':6, 'rssi':-31}
2023-01-10 12:20:24: {'ssid':'O91', 'bssid':'700e59ef722e1421046be38fd893a53cbb86be8a5a1604558274b9b7', 'sec':0, 'channel':1, 'rssi':-67}
2023-01-10 12:20:24: {'ssid':'O92', 'bssid':'d6f4917601daa227db313b7c301a381fa41fccac55f40079b8c42b6f', 'sec':0, 'channel':1, 'rssi':-67}
2023-01-10 12:20:24: {'ssid':'O93', 'bssid':'e41b8ece0280ee6b16e0d2cdaed938377fc1758409bde343fd305fb8', 'sec':5, 'channel':1, 'rssi':-67}
2023-01-10 12:20:24: {'ssid':'O92-interne', 'bssid':'80b0f72033122ef0e6ffad93f36d3dbafb36840f6d21dc2c485a288c', 'sec':5, 'channel':1, 'rssi':-69}
2023-01-10 12:20:24: {'ssid':'O92', 'bssid':'bd8a30214688a2845435eeb618a9b1fab0e73a0d9ca5df16da9ab8e8', 'sec':0, 'channel':11, 'rssi':-70}
2023-01-10 12:20:24: {'ssid':'O93', 'bssid':'497b7aeeecb607eeddf87aa31d3c2857226e939af544b3800758b83a', 'sec':5, 'channel':11, 'rssi':-70}
2023-01-10 12:20:24: {'ssid':'O91', 'bssid':'be9dab4237cee3fb190255ec04c3d59e92fd18d80d602169b72a3e33', 'sec':0, 'channel':11, 'rssi':-71}
2023-01-10 12:20:24: {'ssid':'O92-interne', 'bssid':'8f23018bf5723b611efae0cb4e6ee9b744c3ce9f79d8809ea384daf5', 'sec':5, 'channel':11, 'rssi':-73}
2023-01-10 12:20:24: {'ssid':'O96', 'bssid':'d4227f93a8ff63de58db94158c92310013786f97dcec2e35db8d5159', 'sec':3, 'channel':1, 'rssi':-87}
2023-01-10 12:20:24: {'ssid':'O91', 'bssid':'bcff0d0aea46e20a6b4d08a665418ff68a837dd446399689ee42a169', 'sec':0, 'channel':11, 'rssi':-89}
2023-01-10 12:20:24: {'ssid':'O92', 'bssid':'1539293994a7dc4106a161294ea0af461c3d94d7181c800183c4aaf7', 'sec':0, 'channel':11, 'rssi':-89}
2023-01-10 12:20:24: {'ssid':'O93', 'bssid':'7fd57896faa07c8248f5b1fef5f143c0d0ed48e6b9e665787d9377f0', 'sec':5, 'channel':11, 'rssi':-90}
2023-01-10 12:20:24: {'ssid':'O92-interne', 'bssid':'3377110518ddc3d14851baaac2042c1e3f3a29f228f08fdc154ee32b', 'sec':5, 'channel':11, 'rssi':-90}
2023-01-10 12:20:28: {'ssid':'O90', 'bssid':'e52d4ab728b754804befd1460bbf45efc5f50a56b88b0724bbac7a87', 'sec':3, 'channel':6, 'rssi':-47}
2023-01-10 12:20:28: {'ssid':'O91', 'bssid':'700e59ef722e1421046be38fd893a53cbb86be8a5a1604558274b9b7', 'sec':0, 'channel':1, 'rssi':-67}
2023-01-10 12:20:28: {'ssid':'O92', 'bssid':'d6f4917601daa227db313b7c301a381fa41fccac55f40079b8c42b6f', 'sec':0, 'channel':1, 'rssi':-67}
2023-01-10 12:20:28: {'ssid':'O93', 'bssid':'e41b8ece0280ee6b16e0d2cdaed938377fc1758409bde343fd305fb8', 'sec':5, 'channel':1, 'rssi':-69}
2023-01-10 12:20:28: {'ssid':'O92-interne', 'bssid':'80b0f72033122ef0e6ffad93f36d3dbafb36840f6d21dc2c485a288c', 'sec':5, 'channel':1, 'rssi':-69}
2023-01-10 12:20:28: {'ssid':'O93', 'bssid':'497b7aeeecb607eeddf87aa31d3c2857226e939af544b3800758b83a', 'sec':5, 'channel':11, 'rssi':-72}
2023-01-10 12:20:28: {'ssid':'O91', 'bssid':'be9dab4237cee3fb190255ec04c3d59e92fd18d80d602169b72a3e33', 'sec':0, 'channel':11, 'rssi':-73}
2023-01-10 12:20:28: {'ssid':'O92', 'bssid':'bd8a30214688a2845435eeb618a9b1fab0e73a0d9ca5df16da9ab8e8', 'sec':0, 'channel':11, 'rssi':-73}
2023-01-10 12:20:28: {'ssid':'O92-interne', 'bssid':'8f23018bf5723b611efae0cb4e6ee9b744c3ce9f79d8809ea384daf5', 'sec':5, 'channel':11, 'rssi':-73}
2023-01-10 12:20:28: {'ssid':'O92', 'bssid':'1539293994a7dc4106a161294ea0af461c3d94d7181c800183c4aaf7', 'sec':0, 'channel':11, 'rssi':-89}
2023-01-10 12:20:28: {'ssid':'O93', 'bssid':'7fd57896faa07c8248f5b1fef5f143c0d0ed48e6b9e665787d9377f0', 'sec':5, 'channel':11, 'rssi':-89}
2023-01-10 12:20:28: {'ssid':'O92-interne', 'bssid':'3377110518ddc3d14851baaac2042c1e3f3a29f228f08fdc154ee32b', 'sec':5, 'channel':11, 'rssi':-89}
2023-01-10 12:20:28: {'ssid':'O91', 'bssid':'bcff0d0aea46e20a6b4d08a665418ff68a837dd446399689ee42a169', 'sec':0, 'channel':11, 'rssi':-90}
2023-01-10 12:20:32: {'ssid':'O90', 'bssid':'e52d4ab728b754804befd1460bbf45efc5f50a56b88b0724bbac7a87', 'sec':3, 'channel':6, 'rssi':-46}
2023-01-10 12:20:32: {'ssid':'O91', 'bssid':'700e59ef722e1421046be38fd893a53cbb86be8a5a1604558274b9b7', 'sec':0, 'channel':1, 'rssi':-67}
2023-01-10 12:20:32: {'ssid':'O92', 'bssid':'d6f4917601daa227db313b7c301a381fa41fccac55f40079b8c42b6f', 'sec':0, 'channel':1, 'rssi':-67}
2023-01-10 12:20:32: {'ssid':'O92-interne', 'bssid':'80b0f72033122ef0e6ffad93f36d3dbafb36840f6d21dc2c485a288c', 'sec':5, 'channel':1, 'rssi':-67}
2023-01-10 12:20:32: {'ssid':'O93', 'bssid':'e41b8ece0280ee6b16e0d2cdaed938377fc1758409bde343fd305fb8', 'sec':5, 'channel':1, 'rssi':-68}
2023-01-10 12:20:32: {'ssid':'O93', 'bssid':'497b7aeeecb607eeddf87aa31d3c2857226e939af544b3800758b83a', 'sec':5, 'channel':11, 'rssi':-72}
2023-01-10 12:20:32: {'ssid':'O92', 'bssid':'bd8a30214688a2845435eeb618a9b1fab0e73a0d9ca5df16da9ab8e8', 'sec':0, 'channel':11, 'rssi':-72}
2023-01-10 12:20:32: {'ssid':'O91', 'bssid':'be9dab4237cee3fb190255ec04c3d59e92fd18d80d602169b72a3e33', 'sec':0, 'channel':11, 'rssi':-73}
2023-01-10 12:20:32: {'ssid':'O92-interne', 'bssid':'8f23018bf5723b611efae0cb4e6ee9b744c3ce9f79d8809ea384daf5', 'sec':5, 'channel':11, 'rssi':-73}
2023-01-10 12:20:32: {'ssid':'O92-interne', 'bssid':'3377110518ddc3d14851baaac2042c1e3f3a29f228f08fdc154ee32b', 'sec':5, 'channel':11, 'rssi':-89}
2023-01-10 12:20:32: {'ssid':'O92', 'bssid':'1539293994a7dc4106a161294ea0af461c3d94d7181c800183c4aaf7', 'sec':0, 'channel':11, 'rssi':-90}
2023-01-10 12:20:36: {'ssid':'O90', 'bssid':'e52d4ab728b754804befd1460bbf45efc5f50a56b88b0724bbac7a87', 'sec':3, 'channel':6, 'rssi':-46}
2023-01-10 12:20:36: {'ssid':'O92-interne', 'bssid':'80b0f72033122ef0e6ffad93f36d3dbafb36840f6d21dc2c485a288c', 'sec':5, 'channel':1, 'rssi':-67}
2023-01-10 12:20:36: {'ssid':'O91', 'bssid':'700e59ef722e1421046be38fd893a53cbb86be8a5a1604558274b9b7', 'sec':0, 'channel':1, 'rssi':-68}
2023-01-10 12:20:36: {'ssid':'O93', 'bssid':'e41b8ece0280ee6b16e0d2cdaed938377fc1758409bde343fd305fb8', 'sec':5, 'channel':1, 'rssi':-68}
2023-01-10 12:20:36: {'ssid':'O92', 'bssid':'d6f4917601daa227db313b7c301a381fa41fccac55f40079b8c42b6f', 'sec':0, 'channel':1, 'rssi':-69}
2023-01-10 12:20:36: {'ssid':'O93', 'bssid':'497b7aeeecb607eeddf87aa31d3c2857226e939af544b3800758b83a', 'sec':5, 'channel':11, 'rssi':-73}
2023-01-10 12:20:36: {'ssid':'O91', 'bssid':'be9dab4237cee3fb190255ec04c3d59e92fd18d80d602169b72a3e33', 'sec':0, 'channel':11, 'rssi':-74}
2023-01-10 12:20:36: {'ssid':'O92', 'bssid':'bd8a30214688a2845435eeb618a9b1fab0e73a0d9ca5df16da9ab8e8', 'sec':0, 'channel':11, 'rssi':-74}
2023-01-10 12:20:36: {'ssid':'O92-interne', 'bssid':'8f23018bf5723b611efae0cb4e6ee9b744c3ce9f79d8809ea384daf5', 'sec':5, 'channel':11, 'rssi':-74}
2023-01-10 12:20:36: {'ssid':'O93', 'bssid':'7fd57896faa07c8248f5b1fef5f143c0d0ed48e6b9e665787d9377f0', 'sec':5, 'channel':11, 'rssi':-89}
2023-01-10 12:20:36: {'ssid':'O91', 'bssid':'bcff0d0aea46e20a6b4d08a665418ff68a837dd446399689ee42a169', 'sec':0, 'channel':11, 'rssi':-91}
2023-01-10 12:20:36: {'ssid':'O92-interne', 'bssid':'3377110518ddc3d14851baaac2042c1e3f3a29f228f08fdc154ee32b', 'sec':5, 'channel':11, 'rssi':-91}
2023-01-10 12:20:40: {'ssid':'O90', 'bssid':'e52d4ab728b754804befd1460bbf45efc5f50a56b88b0724bbac7a87', 'sec':3, 'channel':6, 'rssi':-32}
2023-01-10 12:20:40: {'ssid':'O91', 'bssid':'700e59ef722e1421046be38fd893a53cbb86be8a5a1604558274b9b7', 'sec':0, 'channel':1, 'rssi':-66}
2023-01-10 12:20:40: {'ssid':'O93', 'bssid':'e41b8ece0280ee6b16e0d2cdaed938377fc1758409bde343fd305fb8', 'sec':5, 'channel':1, 'rssi':-67}
2023-01-10 12:20:40: {'ssid':'O92-interne', 'bssid':'80b0f72033122ef0e6ffad93f36d3dbafb36840f6d21dc2c485a288c', 'sec':5, 'channel':1, 'rssi':-67}
2023-01-10 12:20:40: {'ssid':'O92', 'bssid':'d6f4917601daa227db313b7c301a381fa41fccac55f40079b8c42b6f', 'sec':0, 'channel':1, 'rssi':-68}
2023-01-10 12:20:40: {'ssid':'O91', 'bssid':'be9dab4237cee3fb190255ec04c3d59e92fd18d80d602169b72a3e33', 'sec':0, 'channel':11, 'rssi':-73}
2023-01-10 12:20:40: {'ssid':'O92', 'bssid':'bd8a30214688a2845435eeb618a9b1fab0e73a0d9ca5df16da9ab8e8', 'sec':0, 'channel':11, 'rssi':-73}
2023-01-10 12:20:40: {'ssid':'O93', 'bssid':'497b7aeeecb607eeddf87aa31d3c2857226e939af544b3800758b83a', 'sec':5, 'channel':11, 'rssi':-73}
2023-01-10 12:20:40: {'ssid':'O92-interne', 'bssid':'8f23018bf5723b611efae0cb4e6ee9b744c3ce9f79d8809ea384daf5', 'sec':5, 'channel':11, 'rssi':-73}
2023-01-10 12:20:40: {'ssid':'O91', 'bssid':'bcff0d0aea46e20a6b4d08a665418ff68a837dd446399689ee42a169', 'sec':0, 'channel':11, 'rssi':-91}
2023-01-10 12:20:40: {'ssid':'O92', 'bssid':'1539293994a7dc4106a161294ea0af461c3d94d7181c800183c4aaf7', 'sec':0, 'channel':11, 'rssi':-91}
2023-01-10 12:20:40: {'ssid':'O93', 'bssid':'7fd57896faa07c8248f5b1fef5f143c0d0ed48e6b9e665787d9377f0', 'sec':5, 'channel':11, 'rssi':-91}
2023-01-10 12:20:40: {'ssid':'O92-interne', 'bssid':'3377110518ddc3d14851baaac2042c1e3f3a29f228f08fdc154ee32b', 'sec':5, 'channel':11, 'rssi':-92}
2023-01-10 12:20:40: {'ssid':'O95', 'bssid':'68d1dab78af16d01929bb2e5e6b870f95e3c8fc3a0ddee297a26abf6', 'sec':3, 'channel':9, 'rssi':-94}
2023-01-10 12:20:44: {'ssid':'O90', 'bssid':'e52d4ab728b754804befd1460bbf45efc5f50a56b88b0724bbac7a87', 'sec':3, 'channel':6, 'rssi':-45}
2023-01-10 12:20:44: {'ssid':'O91', 'bssid':'700e59ef722e1421046be38fd893a53cbb86be8a5a1604558274b9b7', 'sec':0, 'channel':1, 'rssi':-67}
2023-01-10 12:20:44: {'ssid':'O93', 'bssid':'e41b8ece0280ee6b16e0d2cdaed938377fc1758409bde343fd305fb8', 'sec':5, 'channel':1, 'rssi':-67}
2023-01-10 12:20:44: {'ssid':'O92-interne', 'bssid':'80b0f72033122ef0e6ffad93f36d3dbafb36840f6d21dc2c485a288c', 'sec':5, 'channel':1, 'rssi':-67}
2023-01-10 12:20:44: {'ssid':'O92', 'bssid':'d6f4917601daa227db313b7c301a381fa41fccac55f40079b8c42b6f', 'sec':0, 'channel':1, 'rssi':-69}
2023-01-10 12:20:44: {'ssid':'O91', 'bssid':'be9dab4237cee3fb190255ec04c3d59e92fd18d80d602169b72a3e33', 'sec':0, 'channel':11, 'rssi':-73}
2023-01-10 12:20:44: {'ssid':'O92', 'bssid':'bd8a30214688a2845435eeb618a9b1fab0e73a0d9ca5df16da9ab8e8', 'sec':0, 'channel':11, 'rssi':-73}
2023-01-10 12:20:44: {'ssid':'O93', 'bssid':'497b7aeeecb607eeddf87aa31d3c2857226e939af544b3800758b83a', 'sec':5, 'channel':11, 'rssi':-73}
2023-01-10 12:20:44: {'ssid':'O92-interne', 'bssid':'8f23018bf5723b611efae0cb4e6ee9b744c3ce9f79d8809ea384daf5', 'sec':5, 'channel':11, 'rssi':-74}
2023-01-10 12:20:44: {'ssid':'O91', 'bssid':'bcff0d0aea46e20a6b4d08a665418ff68a837dd446399689ee42a169', 'sec':0, 'channel':11, 'rssi':-89}
2023-01-10 12:20:44: {'ssid':'O92', 'bssid':'1539293994a7dc4106a161294ea0af461c3d94d7181c800183c4aaf7', 'sec':0, 'channel':11, 'rssi':-90}
2023-01-10 12:20:44: {'ssid':'O93', 'bssid':'7fd57896faa07c8248f5b1fef5f143c0d0ed48e6b9e665787d9377f0', 'sec':5, 'channel':11, 'rssi':-90}
2023-01-10 12:20:44: {'ssid':'O92-interne', 'bssid':'3377110518ddc3d14851baaac2042c1e3f3a29f228f08fdc154ee32b', 'sec':5, 'channel':11, 'rssi':-91}
2023-01-10 12:20:44: {'ssid':'O95', 'bssid':'68d1dab78af16d01929bb2e5e6b870f95e3c8fc3a0ddee297a26abf6', 'sec':3, 'channel':9, 'rssi':-92}
2023-01-10 12:20:48: {'ssid':'O90', 'bssid':'e52d4ab728b754804befd1460bbf45efc5f50a56b88b0724bbac7a87', 'sec':3, 'channel':6, 'rssi':-46}
2023-01-10 12:20:48: {'ssid':'O91', 'bssid':'700e59ef722e1421046be38fd893a53cbb86be8a5a1604558274b9b7', 'sec':0, 'channel':1, 'rssi':-67}
2023-01-10 12:20:48: {'ssid':'O92', 'bssid':'d6f4917601daa227db313b7c301a381fa41fccac55f40079b8c42b6f', 'sec':0, 'channel':1, 'rssi':-67}
2023-01-10 12:20:48: {'ssid':'O92-interne', 'bssid':'80b0f72033122ef0e6ffad93f36d3dbafb36840f6d21dc2c485a288c', 'sec':5, 'channel':1, 'rssi':-67}
2023-01-10 12:20:48: {'ssid':'O93', 'bssid':'497b7aeeecb607eeddf87aa31d3c2857226e939af544b3800758b83a', 'sec':5, 'channel':11, 'rssi':-73}
2023-01-10 12:20:48: {'ssid':'O92-interne', 'bssid':'8f23018bf5723b611efae0cb4e6ee9b744c3ce9f79d8809ea384daf5', 'sec':5, 'channel':11, 'rssi':-73}
2023-01-10 12:20:48: {'ssid':'O91', 'bssid':'be9dab4237cee3fb190255ec04c3d59e92fd18d80d602169b72a3e33', 'sec':0, 'channel':11, 'rssi':-74}
2023-01-10 12:20:48: {'ssid':'O92', 'bssid':'bd8a30214688a2845435eeb618a9b1fab0e73a0d9ca5df16da9ab8e8', 'sec':0, 'channel':11, 'rssi':-74}
